customer_id,customer_name,customer_segment,country,region,signup_date
C00143,Customer 143,Enterprise,FR,Europe,2023-01-27
C00144,Customer 144,SMB,US,North America,2021-08-10
C00145,Customer 145,Enterprise,DE,Europe,2023-04-02
C00146,Customer 146,Enterprise,JP,APAC,2022-06-23
C00147,Customer 147,Corporate,BR,LATAM,2022-11-12
C00148,Customer 148,Corporate,BR,LATAM,2023-09-11
C00149,Customer 149,SMB,CA,North America,2022-11-21
C00150,Customer 150,Consumer,JP,APAC,2021-04-26
C00151,Customer 151,Corporate,FR,Europe,2021-02-11
C00152,Customer 152,Consumer,UK,Europe,2020-04-04
C00153,Customer 153,Enterprise,DE,Europe,2023-06-05
C00154,Customer 154,Enterprise,CA,North America,2022-04-28
C00155,Customer 155,Enterprise,DE,Europe,2022-10-09
C00156,Customer 156,Corporate,AU,APAC,2020-10-29
C00157,Customer 157,Consumer,US,North America,2022-05-20
C00158,Customer 158,Corporate,DE,Europe,2023-11-26
C00159,Customer 159,Consumer,BR,LATAM,2023-02-15
C00160,Customer 160,Consumer,DE,Europe,2022-07-23
C00161,Customer 161,Enterprise,UK,Europe,2023-09-29
C00162,Customer 162,Enterprise,JP,APAC,2023-06-08
C00163,Customer 163,Enterprise,AU,APAC,2020-11-21
C00164,Customer 164,Enterprise,BR,LATAM,2021-06-14
C00165,Customer 165,SMB,DE,Europe,2022-12-03
C00166,Customer 166,Corporate,BR,LATAM,2021-07-16
C00167,Customer 167,Consumer,BR,LATAM,2021-08-08
C00168,Customer 168,SMB,DE,Europe,2021-11-18
C00169,Customer 169,Consumer,JP,APAC,2020-10-10
C00170,Customer 170,Corporate,UK,Europe,2022-02-23
C00171,Customer 171,Corporate,UK,Europe,2020-05-11
C00172,Customer 172,Enterprise,AU,APAC,2021-11-08
C00173,Customer 173,Enterprise,BR,LATAM,2020-05-07
C00174,Customer 174,Enterprise,DE,Europe,2022-03-08
C00175,Customer 175,Enterprise,US,North America,2022-09-03
C00176,Customer 176,SMB,US,North America,2021-09-03
C00177,Customer 177,Enterprise,AU,APAC,2023-01-07
C00178,Customer 178,Enterprise,DE,Europe,2021-03-25
C00179,Customer 179,Enterprise,FR,Europe,2022-09-21
C00180,Customer 180,Enterprise,US,North America,2021-11-19
C00181,Customer 181,Corporate,AU,APAC,2022-08-15
C00182,Customer 182,Consumer,UK,Europe,2022-03-17
C00183,Customer 183,Consumer,US,North America,2023-08-09
C00184,Customer 184,Corporate,AU,APAC,2022-08-03
C00185,Customer 185,Consumer,UK,Europe,2021-06-16
C00186,Customer 186,SMB,AU,APAC,2021-03-09
C00187,Customer 187,SMB,BR,LATAM,2021-11-22
C00188,Customer 188,SMB,AU,APAC,2022-05-13
C00189,Customer 189,Consumer,FR,Europe,2022-08-21
C00190,Customer 190,Consumer,US,North America,2021-12-17
C00191,Customer 191,Consumer,DE,Europe,2023-08-27
C00192,Customer 192,Consumer,US,North America,2021-05-21
C00193,Customer 193,Consumer,DE,Europe,2023-06-26
C00194,Customer 194,Corporate,UK,Europe,2020-09-15
C00195,Customer 195,Consumer,BR,LATAM,2023-03-01
C00196,Customer 196,Enterprise,DE,Europe,2023-12-03
C00197,Customer 197,SMB,FR,Europe,2020-12-09
C00198,Customer 198,Corporate,CA,North America,2021-09-29
C00199,Customer 199,Consumer,CA,North America,2021-09-30
C00200,Customer 200,Enterprise,AU,APAC,2021-02-10
C00201,Customer 201,Corporate,CA,North America,2020-07-27
C00202,Customer 202,Consumer,FR,Europe,2023-03-05
C00203,Customer 203,SMB,US,North America,2022-12-27
C00204,Customer 204,SMB,AU,APAC,2020-05-21
C00205,Customer 205,Consumer,JP,APAC,2022-05-10
C00206,Customer 206,Consumer,BR,LATAM,2022-06-06
C00207,Customer 207,Enterprise,JP,APAC,2023-12-19
C00208,Customer 208,Enterprise,UK,Europe,2020-12-26
C00209,Customer 209,Enterprise,FR,Europe,2022-08-10
C00210,Customer 210,SMB,AU,APAC,2021-10-22
C00211,Customer 211,Consumer,DE,Europe,2021-07-25
C00212,Customer 212,Corporate,BR,LATAM,2022-08-09
C00213,Customer 213,SMB,AU,APAC,2020-02-28
C00214,Customer 214,SMB,BR,LATAM,2021-01-07
C00215,Customer 215,Corporate,BR,LATAM,2021-12-27
C00216,Customer 216,SMB,FR,Europe,2021-07-26
C00217,Customer 217,Consumer,FR,Europe,2022-11-24
C00218,Customer 218,Consumer,DE,Europe,2021-05-09
C00219,Customer 219,Enterprise,AU,APAC,2023-02-11
C00220,Customer 220,Enterprise,DE,Europe,2023-08-15
C00221,Customer 221,Enterprise,BR,LATAM,2020-02-05
C00222,Customer 222,SMB,CA,North America,2021-03-29
C00223,Customer 223,Corporate,AU,APAC,2021-09-19
C00224,Customer 224,Enterprise,JP,APAC,2023-02-07
C00225,Customer 225,Enterprise,JP,APAC,2023-02-01
C00226,Customer 226,SMB,JP,APAC,2023-12-10
C00227,Customer 227,SMB,BR,LATAM,2021-09-19
C00228,Customer 228,Corporate,FR,Europe,2020-09-04
C00229,Customer 229,SMB,DE,Europe,2020-09-01
C00230,Customer 230,Corporate,UK,Europe,2021-03-19
C00231,Customer 231,SMB,BR,LATAM,2023-04-22
C00232,Customer 232,Consumer,FR,Europe,2021-02-01
C00233,Customer 233,Corporate,FR,Europe,2022-01-09
C00234,Customer 234,SMB,UK,Europe,2020-01-29
C00235,Customer 235,SMB,UK,Europe,2020-04-03
C00236,Customer 236,SMB,US,North America,2023-11-29
C00237,Customer 237,Enterprise,UK,Europe,2020-07-29
C00238,Customer 238,SMB,US,North America,2022-08-19
C00239,Customer 239,Enterprise,BR,LATAM,2021-11-28
C00240,Customer 240,Consumer,UK,Europe,2021-06-01
C00241,Customer 241,Consumer,BR,LATAM,2020-05-13
C00242,Customer 242,Enterprise,AU,APAC,2020-05-31
C00243,Customer 243,Corporate,US,North America,2020-11-01
C00244,Customer 244,Consumer,FR,Europe,2021-05-23
C00245,Customer 245,Enterprise,CA,North America,2023-05-26
C00246,Customer 246,Enterprise,DE,Europe,2022-07-11
C00247,Customer 247,SMB,BR,LATAM,2023-04-20
C00248,Customer 248,SMB,AU,APAC,2023-03-10
C00249,Customer 249,Consumer,US,North America,2021-03-01
C00250,Customer 250,SMB,DE,Europe,2023-09-14
C00251,Customer 251,Corporate,CA,North America,2021-05-06
C00252,Customer 252,Consumer,UK,Europe,2020-11-16
C00253,Customer 253,Enterprise,US,North America,2022-07-11
C00254,Customer 254,SMB,BR,LATAM,2020-03-07
C00255,Customer 255,SMB,DE,Europe,2023-12-18
C00256,Customer 256,Enterprise,FR,Europe,2020-05-25
C00257,Customer 257,SMB,DE,Europe,2023-07-04
C00258,Customer 258,Enterprise,DE,Europe,2020-08-23
C00259,Customer 259,Corporate,DE,Europe,2021-06-28
C00260,Customer 260,Consumer,UK,Europe,2020-05-02
C00261,Customer 261,SMB,UK,Europe,2023-05-03
C00262,Customer 262,Enterprise,FR,Europe,2020-09-11
C00263,Customer 263,SMB,BR,LATAM,2023-12-04
C00264,Customer 264,SMB,AU,APAC,2022-10-21
C00265,Customer 265,Enterprise,BR,LATAM,2020-06-13
C00266,Customer 266,Enterprise,US,North America,2021-10-22
C00267,Customer 267,Consumer,FR,Europe,2020-07-06
C00268,Customer 268,Consumer,DE,Europe,2023-10-08
C00269,Customer 269,Consumer,FR,Europe,2020-12-24
C00270,Customer 270,Enterprise,BR,LATAM,2021-07-23
C00271,Customer 271,Enterprise,UK,Europe,2023-07-24
C00272,Customer 272,Consumer,BR,LATAM,2022-08-20
C00273,Customer 273,Enterprise,JP,APAC,2021-11-13
C00274,Customer 274,Consumer,JP,APAC,2020-11-25
C00275,Customer 275,Enterprise,JP,APAC,2023-11-21
C00276,Customer 276,SMB,BR,LATAM,2023-09-18
C00277,Customer 277,Consumer,AU,APAC,2022-07-20
C00278,Customer 278,SMB,CA,North America,2021-05-31
C00279,Customer 279,Consumer,JP,APAC,2022-04-07
C00280,Customer 280,Enterprise,US,North America,2022-04-26
C00281,Customer 281,Corporate,US,North America,2022-11-27
C00282,Customer 282,Enterprise,JP,APAC,2023-07-04
C00283,Customer 283,Consumer,BR,LATAM,2021-02-20
C00284,Customer 284,Corporate,FR,Europe,2021-08-12
C00285,Customer 285,Enterprise,BR,LATAM,2020-09-05
C00286,Customer 286,Corporate,US,North America,2023-12-24
C00287,Customer 287,SMB,UK,Europe,2023-02-02
C00288,Customer 288,Enterprise,US,North America,2020-07-09
C00289,Customer 289,Consumer,DE,Europe,2022-08-03
C00290,Customer 290,Corporate,CA,North America,2022-10-17
C00291,Customer 291,SMB,FR,Europe,2022-04-30
C00292,Customer 292,Enterprise,BR,LATAM,2021-05-14
C00293,Customer 293,Corporate,BR,LATAM,2022-02-24
C00294,Customer 294,Corporate,DE,Europe,2020-05-22
C00295,Customer 295,Enterprise,FR,Europe,2021-11-27
C00296,Customer 296,Consumer,FR,Europe,2021-08-02
C00297,Customer 297,Enterprise,FR,Europe,2020-10-31
C00298,Customer 298,Enterprise,BR,LATAM,2021-12-07
C00299,Customer 299,Enterprise,JP,APAC,2022-07-21
C00300,Customer 300,Corporate,JP,APAC,2023-11-29
C00301,Customer 301,Enterprise,DE,Europe,2021-04-23
C00302,Customer 302,Consumer,AU,APAC,2021-10-13
C00303,Customer 303,Enterprise,BR,LATAM,2022-03-01
C00304,Customer 304,Enterprise,UK,Europe,2020-03-16
C00305,Customer 305,SMB,UK,Europe,2020-07-24
C00306,Customer 306,Consumer,BR,LATAM,2022-12-13
C00307,Customer 307,Consumer,BR,LATAM,2020-10-22
C00308,Customer 308,Corporate,AU,APAC,2020-06-02
C00309,Customer 309,SMB,BR,LATAM,2021-11-24
C00310,Customer 310,Consumer,AU,APAC,2021-11-03
C00311,Customer 311,SMB,AU,APAC,2023-07-07
C00312,Customer 312,Consumer,BR,LATAM,2023-06-18
C00313,Customer 313,Corporate,CA,North America,2023-07-16
C00314,Customer 314,Corporate,FR,Europe,2020-07-04
C00315,Customer 315,Consumer,AU,APAC,2023-07-21
C00316,Customer 316,Enterprise,CA,North America,2020-12-06
C00317,Customer 317,Consumer,FR,Europe,2020-04-04
C00318,Customer 318,Consumer,JP,APAC,2021-08-23
C00319,Customer 319,SMB,JP,APAC,2022-06-01
C00320,Customer 320,Corporate,UK,Europe,2022-12-23
C00321,Customer 321,Corporate,AU,APAC,2020-12-14
C00322,Customer 322,Consumer,UK,Europe,2023-06-02
C00323,Customer 323,Corporate,AU,APAC,2022-10-16
C00324,Customer 324,Corporate,UK,Europe,2022-08-02
C00325,Customer 325,Enterprise,FR,Europe,2021-06-06
C00326,Customer 326,Enterprise,US,North America,2021-08-12
C00327,Customer 327,Consumer,UK,Europe,2022-06-23
C00328,Customer 328,SMB,JP,APAC,2023-08-01
C00329,Customer 329,SMB,AU,APAC,2022-07-24
C00330,Customer 330,Corporate,FR,Europe,2022-02-26
C00331,Customer 331,Consumer,BR,LATAM,2021-04-30
C00332,Customer 332,SMB,AU,APAC,2023-03-23
C00333,Customer 333,SMB,FR,Europe,2020-02-14
C00334,Customer 334,SMB,AU,APAC,2020-01-17
C00335,Customer 335,Enterprise,US,North America,2021-08-09
C00336,Customer 336,SMB,DE,Europe,2021-03-24
C00337,Customer 337,SMB,DE,Europe,2023-10-20
C00338,Customer 338,Consumer,UK,Europe,2023-07-09
C00339,Customer 339,SMB,US,North America,2022-06-21
C00340,Customer 340,SMB,US,North America,2020-09-26
C00341,Customer 341,SMB,CA,North America,2021-10-31
C00342,Customer 342,Corporate,AU,APAC,2021-02-15
C00343,Customer 343,SMB,UK,Europe,2022-12-23
C00344,Customer 344,Corporate,FR,Europe,2021-06-10
C00345,Customer 345,SMB,BR,LATAM,2021-11-24
C00346,Customer 346,Enterprise,CA,North America,2020-06-03
C00347,Customer 347,Corporate,UK,Europe,2023-10-17
C00348,Customer 348,SMB,AU,APAC,2020-07-03
C00349,Customer 349,Consumer,AU,APAC,2021-06-25
C00350,Customer 350,Enterprise,CA,North America,2022-01-24
C00351,Customer 351,Enterprise,FR,Europe,2023-07-31
C00352,Customer 352,Consumer,JP,APAC,2023-10-14
C00353,Customer 353,Enterprise,DE,Europe,2020-02-21
C00354,Customer 354,Corporate,JP,APAC,2023-08-19
C00355,Customer 355,Enterprise,CA,North America,2023-12-06
C00356,Customer 356,Enterprise,FR,Europe,2020-08-26
C00357,Customer 357,Consumer,UK,Europe,2020-03-17
C00358,Customer 358,Enterprise,FR,Europe,2020-08-25
C00359,Customer 359,Corporate,CA,North America,2023-01-05
C00360,Customer 360,Enterprise,UK,Europe,2022-07-18
C00361,Customer 361,Enterprise,JP,APAC,2023-04-17
C00362,Customer 362,Enterprise,UK,Europe,2023-09-03
C00363,Customer 363,Enterprise,CA,North America,2023-06-14
C00364,Customer 364,SMB,AU,APAC,2020-03-08
C00365,Customer 365,Corporate,JP,APAC,2022-06-27
C00366,Customer 366,Corporate,BR,LATAM,2022-01-12
C00367,Customer 367,SMB,CA,North America,2023-01-20
C00368,Customer 368,Consumer,JP,APAC,2022-03-26
C00369,Customer 369,Corporate,FR,Europe,2020-09-07
C00370,Customer 370,Consumer,BR,LATAM,2023-09-19
C00371,Customer 371,Consumer,DE,Europe,2020-04-13
C00372,Customer 372,Corporate,JP,APAC,2020-09-14
C00373,Customer 373,Consumer,DE,Europe,2023-02-09
C00374,Customer 374,Corporate,DE,Europe,2021-04-22
C00375,Customer 375,Corporate,JP,APAC,2023-05-05
C00376,Customer 376,SMB,US,North America,2020-10-23
C00377,Customer 377,SMB,UK,Europe,2020-12-23
C00378,Customer 378,Consumer,CA,North America,2020-09-26
C00379,Customer 379,SMB,US,North America,2021-05-02
C00380,Customer 380,Consumer,JP,APAC,2020-12-22
C00381,Customer 381,Consumer,FR,Europe,2020-09-16
C00382,Customer 382,Consumer,AU,APAC,2020-05-10
C00383,Customer 383,Enterprise,BR,LATAM,2022-01-11
C00384,Customer 384,Enterprise,CA,North America,2022-10-28
C00385,Customer 385,Consumer,DE,Europe,2023-09-11
C00386,Customer 386,Enterprise,FR,Europe,2023-08-10
C00387,Customer 387,Consumer,US,North America,2022-09-07
C00388,Customer 388,Enterprise,AU,APAC,2023-11-06
C00389,Customer 389,Enterprise,CA,North America,2023-12-29
C00390,Customer 390,Consumer,BR,LATAM,2020-06-14
C00391,Customer 391,Corporate,JP,APAC,2020-05-14
C00392,Customer 392,SMB,UK,Europe,2023-07-02
C00393,Customer 393,Enterprise,JP,APAC,2023-05-08
C00394,Customer 394,Enterprise,FR,Europe,2022-11-01
C00395,Customer 395,Consumer,AU,APAC,2023-12-08
C00396,Customer 396,Corporate,CA,North America,2022-05-30
C00397,Customer 397,Corporate,BR,LATAM,2022-04-27
C00398,Customer 398,Enterprise,JP,APAC,2022-03-27
C00399,Customer 399,Consumer,AU,APAC,2021-10-02
C00400,Customer 400,SMB,AU,APAC,2023-09-24
C00401,Customer 401,SMB,FR,Europe,2020-11-08
C00402,Customer 402,Consumer,BR,LATAM,2020-07-05
C00403,Customer 403,Consumer,CA,North America,2022-06-03
C00404,Customer 404,SMB,CA,North America,2020-09-23
C00405,Customer 405,SMB,US,North America,2023-10-04
C00406,Customer 406,Enterprise,CA,North America,2021-12-25
C00407,Customer 407,Consumer,AU,APAC,2021-08-12
C00408,Customer 408,SMB,FR,Europe,2020-07-31
C00409,Customer 409,Corporate,DE,Europe,2023-09-06
C00410,Customer 410,Corporate,BR,LATAM,2020-08-09
C00411,Customer 411,SMB,JP,APAC,2020-08-23
C00412,Customer 412,Corporate,FR,Europe,2022-05-28
C00413,Customer 413,SMB,US,North America,2020-02-29
C00414,Customer 414,SMB,UK,Europe,2023-12-10
C00415,Customer 415,SMB,FR,Europe,2021-12-19
C00416,Customer 416,Corporate,US,North America,2020-10-20
C00417,Customer 417,Consumer,AU,APAC,2020-10-17
C00418,Customer 418,Consumer,US,North America,2022-12-22
C00419,Customer 419,Enterprise,DE,Europe,2022-05-09
C00420,Customer 420,SMB,BR,LATAM,2020-11-18
C00421,Customer 421,SMB,JP,APAC,2021-10-26
C00422,Customer 422,Consumer,CA,North America,2020-11-14
C00423,Customer 423,Consumer,UK,Europe,2023-10-12
C00424,Customer 424,SMB,CA,North America,2022-06-26
C00425,Customer 425,Enterprise,AU,APAC,2023-05-28
C00426,Customer 426,Enterprise,BR,LATAM,2021-07-13
C00427,Customer 427,Consumer,DE,Europe,2021-12-07
C00428,Customer 428,Consumer,AU,APAC,2021-08-03
C00429,Customer 429,SMB,BR,LATAM,2020-04-03
C00430,Customer 430,Enterprise,DE,Europe,2023-05-12
C00431,Customer 431,Consumer,US,North America,2021-02-22
C00432,Customer 432,Corporate,FR,Europe,2020-10-08
C00433,Customer 433,SMB,FR,Europe,2021-11-02
C00434,Customer 434,Consumer,CA,North America,2022-10-15
C00435,Customer 435,Corporate,AU,APAC,2020-09-21
C00436,Customer 436,Corporate,AU,APAC,2022-10-21
C00437,Customer 437,Consumer,JP,APAC,2022-03-24
C00438,Customer 438,Enterprise,US,North America,2020-02-08
C00439,Customer 439,Consumer,BR,LATAM,2021-10-03
C00440,Customer 440,Enterprise,AU,APAC,2023-12-24
C00441,Customer 441,SMB,AU,APAC,2020-08-23
C00442,Customer 442,Consumer,AU,APAC,2021-10-27
C00443,Customer 443,Enterprise,UK,Europe,2023-11-13
C00444,Customer 444,Consumer,JP,APAC,2022-06-13
C00445,Customer 445,Corporate,CA,North America,2022-06-11
C00446,Customer 446,Consumer,AU,APAC,2022-03-21
C00447,Customer 447,SMB,FR,Europe,2021-03-29
C00448,Customer 448,Corporate,JP,APAC,2020-06-05
C00449,Customer 449,Corporate,CA,North America,2021-12-16
C00450,Customer 450,Corporate,JP,APAC,2021-04-28
C00451,Customer 451,Corporate,CA,North America,2021-06-08
C00452,Customer 452,Corporate,DE,Europe,2023-05-18
C00453,Customer 453,Consumer,UK,Europe,2020-12-28
C00454,Customer 454,Enterprise,BR,LATAM,2023-02-28
C00455,Customer 455,SMB,BR,LATAM,2023-07-08
C00456,Customer 456,Corporate,JP,APAC,2022-06-19
C00457,Customer 457,Enterprise,CA,North America,2022-06-24
C00458,Customer 458,SMB,FR,Europe,2023-04-26
C00459,Customer 459,SMB,US,North America,2022-11-05
C00460,Customer 460,SMB,CA,North America,2022-08-03
C00461,Customer 461,Consumer,BR,LATAM,2020-04-26
C00462,Customer 462,SMB,JP,APAC,2020-06-06
C00463,Customer 463,Enterprise,CA,North America,2022-08-05
C00464,Customer 464,Enterprise,US,North America,2023-03-16
C00465,Customer 465,SMB,DE,Europe,2023-05-24
C00466,Customer 466,Corporate,BR,LATAM,2020-05-06
C00467,Customer 467,Consumer,BR,LATAM,2021-12-04
C00468,Customer 468,Corporate,CA,North America,2020-03-21
C00469,Customer 469,Enterprise,DE,Europe,2022-06-18
C00470,Customer 470,SMB,UK,Europe,2022-02-02
C00471,Customer 471,Enterprise,FR,Europe,2022-04-17
C00472,Customer 472,Consumer,JP,APAC,2023-07-16
C00473,Customer 473,Consumer,JP,APAC,2021-11-06
C00474,Customer 474,Enterprise,CA,North America,2021-08-04
C00475,Customer 475,Corporate,FR,Europe,2021-11-13
C00476,Customer 476,Corporate,CA,North America,2021-12-17
C00477,Customer 477,Enterprise,FR,Europe,2020-09-21
C00478,Customer 478,SMB,CA,North America,2023-02-18
C00479,Customer 479,SMB,AU,APAC,2020-09-18
C00480,Customer 480,Enterprise,CA,North America,2022-11-07
C00481,Customer 481,Consumer,JP,APAC,2022-01-12
C00482,Customer 482,Corporate,FR,Europe,2021-03-14
C00483,Customer 483,Enterprise,JP,APAC,2021-01-28
C00484,Customer 484,Corporate,DE,Europe,2020-11-13
